職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),駅から徒歩5分以内,学校・公的機関（官公庁）,土日祝のみ勤務,掲載期間　開始日,Wordのスキルを活かす,勤務地　最寄駅1（分）,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,休日休暇　備考,フラグオプション選択,期間・時間　勤務時間,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,勤務地　備考,英語力不要,拠点番号,休日休暇(日曜日),社員食堂あり,お仕事名,10時以降出社OK,期間・時間　勤務開始日,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,（派遣先）配属先部署,（派遣先）配属先部署　男女比　女,仕事内容,休日休暇(土曜日),休日休暇(木曜日),勤務地　最寄駅1（沿線名）,（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,車通勤OK,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,応募資格,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,派遣会社のうれしい特典,土日祝休み,給与/交通費　交通費,掲載期間　終了日,休日休暇(金曜日),お仕事のポイント（仕事PR）,扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,（派遣先）職場の雰囲気,勤務地　最寄駅1（駅名）,給与/交通費　備考,残業なし
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,1,0,49,5,1,0,0,1,0,0,0,140,1,18,1,0,4678,0,1,0,1,0,1,0,26,5.0,4679,1,0,180,40.0,0,29000,36,0,0,0,0,1,1.0,20,1,0,1,0,0,3,1,3,0,0,4663,0,1000,1,201,71,586,168000.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,1,0,49,5,1,0,0,1,0,0,0,140,1,18,1,0,4678,0,1,0,1,0,1,0,26,5.0,4679,1,0,180,40.0,0,29000,36,0,0,0,0,1,1.0,20,1,0,1,0,0,3,1,3,0,0,4663,0,1000,1,201,71,586,168000.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,0,129,3,0,0,0,1,0,0,0,223,1,7,1,0,4679,0,0,0,1,0,1,0,72,5.0,4680,1,0,158,40.0,0,29000,34,0,0,0,0,4,1.0,1618,0,0,1,0,1,0,1,3,0,0,4664,0,1100,1,104,349,1068,184800.0,1
4,0,3.0,0,1,3.0,1,20020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,1,1248,5,0,0,0,1,0,0,0,58,1,6,1,0,4680,0,1,0,1,0,1,0,1922,7.0,4681,1,0,87,43.0,0,26000,28,0,1,0,0,3,1.0,284,0,0,1,0,1,0,1,2,0,0,4665,0,1500,1,101,20,876,252000.0,0
4,0,3.0,0,1,3.0,1,20020,0,0,0,0,0,0,1,15.0,0,0,0,0,0,0,1,1248,5,0,0,0,1,0,0,0,58,1,6,1,0,4680,0,1,0,1,0,1,0,1922,7.0,4681,1,0,87,43.0,0,26000,28,0,1,0,0,3,1.0,284,0,0,1,0,1,0,1,2,0,0,4665,0,1500,1,101,20,876,252000.0,0
2,0,4.0,0,1,14.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,1654,3,0,0,0,1,0,0,0,208,1,21,1,0,4681,0,0,0,1,0,1,0,0,6.0,4682,1,0,19,40.0,0,29200,30,0,1,0,0,5,0.0,20,0,0,1,0,1,0,1,2,0,0,4666,0,1150,1,201,12,38,235200.0,1
3,0,1.0,1,0,12.0,0,20020,1,0,0,0,0,0,1,8.0,0,0,0,0,0,1,0,17,5,0,0,0,1,0,0,1,458,1,14,1,0,4682,0,3,0,1,0,1,0,0,9.0,4683,1,0,14,40.0,0,28000,20,0,0,0,0,1,3.0,2453,0,0,1,0,1,0,1,3,0,0,4667,0,1250,1,206,27,1069,183750.0,0
3,0,7.0,0,1,4.0,0,20030,0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,0,1655,5,0,0,0,1,0,0,1,262,1,38,1,0,4683,0,1,0,1,0,1,0,136,3.0,4684,1,0,252,29.0,0,23000,43,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,4668,0,1150,1,101,349,1070,193200.0,0
2,0,0.0,0,1,2.0,0,22030,1,0,0,0,0,0,1,20.0,0,0,0,0,0,1,1,1,5,0,0,0,1,0,0,0,58,1,6,1,0,4684,0,1,0,1,0,1,0,1923,10.0,4685,1,0,77,35.0,0,27000,28,0,1,0,0,3,1.0,20,0,0,1,0,1,3,1,2,0,0,4669,0,1320,1,101,325,749,194040.0,1
3,0,0.0,0,0,6.0,0,20020,0,0,0,0,0,0,1,11.0,0,0,0,0,0,1,1,49,5,1,0,0,1,0,0,0,132,1,17,1,0,4685,0,1,0,1,0,1,0,26,10.0,4686,1,0,109,40.0,0,29000,44,0,0,0,0,5,1.0,20,1,0,1,0,1,6,1,3,0,0,4670,0,1050,1,201,351,451,176400.0,1
3,0,0.0,0,0,6.0,0,20020,0,0,0,0,0,0,1,11.0,0,0,0,0,0,1,1,49,5,1,0,0,1,0,0,0,132,1,17,1,0,4685,0,1,0,1,0,1,0,26,10.0,4686,1,0,109,40.0,0,29000,44,0,0,0,0,5,1.0,20,1,0,1,0,1,6,1,3,0,0,4670,0,1050,1,201,351,451,176400.0,1
3,0,2.0,0,0,5.0,0,22010,1,0,0,1,0,0,1,10.0,1,0,0,0,0,1,1,1041,5,1,0,0,1,0,0,0,255,1,9,1,1,4686,0,1,0,1,0,0,0,18,8.0,4687,1,0,162,35.0,0,30000,26,0,0,0,0,5,2.0,20,1,0,1,0,1,0,1,3,0,0,4671,0,1100,1,101,299,787,161700.0,1
3,0,2.0,0,0,5.0,0,22010,1,0,0,1,0,0,1,10.0,1,0,0,0,0,1,1,1041,5,1,0,0,1,0,0,0,255,1,9,1,1,4686,0,1,0,1,0,0,0,18,8.0,4687,1,0,162,35.0,0,30000,26,0,0,0,0,5,2.0,20,1,0,1,0,1,0,1,3,0,0,4671,0,1100,1,101,299,787,161700.0,1
2,0,5.0,1,1,12.0,0,20020,0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,3,1656,5,0,0,0,1,0,0,0,67,1,8,1,1,4687,0,2,0,1,0,0,0,1924,5.0,4688,1,0,66,40.0,0,28000,40,0,0,1,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,4672,0,1100,1,133,388,120,184800.0,1
3,0,6.0,0,1,10.0,0,20020,0,0,0,0,0,0,1,5.0,1,0,0,0,0,374,1,49,3,0,0,0,1,0,0,0,459,1,9,1,0,4688,0,7,0,0,0,1,0,1554,4.0,4689,1,0,82,47.0,0,26000,26,0,1,0,0,4,0.0,20,0,0,1,0,1,0,1,2,0,0,4673,0,1400,1,303,376,1071,235200.0,1
3,0,7.0,0,0,10.0,0,20020,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,0,115,5,0,0,0,1,0,0,0,274,1,29,1,0,4689,0,2,0,1,0,1,0,0,3.0,4690,1,0,160,35.0,0,27000,15,0,1,0,0,1,3.0,20,0,0,1,0,1,0,1,3,0,0,4674,0,1000,1,103,53,1055,161000.0,1
3,0,7.0,0,0,8.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,1,49,5,1,0,0,1,0,1,0,107,1,9,1,0,4690,0,1,0,1,0,0,0,1275,3.0,4691,1,0,69,25.0,0,29000,26,0,1,1,0,4,1.0,20,1,0,1,0,1,3,1,3,0,0,4675,0,1200,1,109,46,750,201600.0,1
3,0,7.0,0,0,11.0,0,20020,0,0,0,1,0,0,1,10.0,0,0,0,0,0,1,0,134,5,0,0,0,1,0,0,0,460,1,12,1,0,4691,0,1,0,1,0,1,0,36,3.0,4692,1,0,180,40.0,0,30000,37,0,0,0,0,4,3.0,20,0,0,1,0,1,0,1,3,0,0,4676,0,1100,1,206,63,1072,184800.0,1
3,0,7.0,0,0,11.0,0,20020,0,0,0,1,0,0,1,10.0,0,0,0,0,0,1,0,134,5,0,0,0,1,0,0,0,460,1,12,1,0,4691,0,1,0,1,0,1,0,36,3.0,4692,1,0,180,40.0,0,30000,37,0,0,0,0,4,3.0,20,0,0,1,0,1,0,1,3,0,0,4676,0,1100,1,206,63,1072,184800.0,1
3,0,5.0,1,0,43.0,0,20510,1,0,1,0,0,0,1,5.0,0,0,0,0,0,1,1,80,5,0,0,0,1,0,0,1,84,1,6,1,0,4692,0,1,0,1,0,1,0,1368,5.0,4693,1,0,56,45.0,0,28000,28,0,0,0,0,5,1.0,2454,0,0,1,0,1,0,1,3,0,0,4677,0,1360,1,110,366,370,199920.0,0
3,0,5.0,0,1,8.0,0,20020,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,0,370,5,0,0,0,1,0,0,1,302,1,14,1,0,4693,0,5,0,1,0,0,0,0,5.0,4694,1,0,253,40.0,0,21000,20,0,0,0,0,1,1.0,2455,0,0,1,0,1,0,1,2,0,0,4678,0,1200,1,215,27,1073,189000.0,0
2,0,8.0,0,0,5.0,0,22020,1,0,0,0,0,0,1,10.0,0,0,0,0,0,1,1,1657,5,0,0,0,1,0,0,0,60,1,8,1,0,4694,0,1,0,1,0,1,0,1925,2.0,4695,1,0,104,45.0,0,29000,40,0,0,0,0,1,1.0,20,0,0,1,0,1,2,1,3,0,0,4679,0,1200,1,132,2,430,176400.0,1
2,0,8.0,0,0,38.0,0,22030,0,0,0,0,0,0,1,10.0,1,0,0,0,0,8,1,36,5,1,0,0,1,0,1,0,256,1,9,1,1,4695,0,2,0,1,0,0,0,23,2.0,4696,1,0,96,43.0,0,22000,26,0,0,1,0,3,1.0,20,1,0,1,0,1,3,1,3,0,0,4680,0,1230,1,107,119,711,200183.0,1
2,0,8.0,0,0,38.0,0,22030,0,0,0,0,0,0,1,10.0,1,0,0,0,0,8,1,36,5,1,0,0,1,0,1,0,256,1,9,1,1,4695,0,2,0,1,0,0,0,23,2.0,4696,1,0,96,43.0,0,22000,26,0,0,1,0,3,1.0,20,1,0,1,0,1,3,1,3,0,0,4680,0,1230,1,107,119,711,200183.0,1
3,0,0.0,0,1,4.0,0,20040,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,1,1658,5,0,0,0,1,0,0,0,107,1,9,1,0,4696,0,1,0,1,0,1,0,96,10.0,4697,1,0,69,40.0,0,23000,26,0,0,0,0,5,1.0,2389,0,0,1,0,1,3,1,2,0,0,4681,0,1200,1,109,386,750,201600.0,1
3,0,5.0,1,0,8.0,0,20020,0,0,0,0,0,0,1,20.0,0,0,0,0,0,1,1,424,5,0,0,0,1,0,0,0,289,1,11,1,0,4697,0,1,0,1,0,0,0,345,5.0,4698,1,0,4,40.0,0,22000,8,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4682,0,1200,1,202,53,1074,189000.0,1
3,0,5.0,1,0,8.0,0,20020,0,0,0,0,0,0,1,20.0,0,0,0,0,0,1,1,424,5,0,0,0,1,0,0,0,289,1,11,1,0,4697,0,1,0,1,0,0,0,345,5.0,4698,1,0,4,40.0,0,22000,8,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4682,0,1200,1,202,53,1074,189000.0,1
3,0,8.0,1,0,15.0,0,20020,0,0,0,0,0,0,1,33.0,0,0,0,0,0,1,0,375,5,0,0,0,1,0,0,0,451,1,24,1,1,4698,0,1,0,1,0,0,0,479,2.0,4699,1,0,56,38.0,0,29000,22,0,1,1,0,5,3.0,20,0,0,1,0,1,0,1,3,0,0,4683,0,1270,1,223,71,179,213360.0,1
3,0,8.0,1,0,15.0,0,20020,0,0,0,0,0,0,1,33.0,0,0,0,0,0,1,0,375,5,0,0,0,1,0,0,0,451,1,24,1,1,4698,0,1,0,1,0,0,0,479,2.0,4699,1,0,56,38.0,0,29000,22,0,1,1,0,5,3.0,20,0,0,1,0,1,0,1,3,0,0,4683,0,1270,1,223,71,179,213360.0,1
3,0,10.0,0,0,1.0,0,20020,1,0,0,0,0,0,1,6.0,0,0,0,0,0,37,0,227,3,0,0,0,1,1,0,0,461,1,25,1,0,4699,0,2,0,1,0,0,0,545,0.0,4700,1,1,226,40.0,0,27000,4,0,1,1,0,1,3.0,20,0,0,1,1,1,0,1,3,0,0,4684,1,1100,0,208,261,1075,235200.0,1
3,0,8.0,0,1,13.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,1659,5,0,0,0,1,0,0,1,287,1,40,1,0,4700,0,11,0,1,0,0,0,1926,2.0,4701,1,0,19,45.0,0,22000,45,0,1,1,0,4,0.0,1618,0,0,1,0,1,0,1,2,0,0,4685,0,1000,1,201,395,38,235200.0,0
3,0,6.0,0,0,5.0,1,20020,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,0,28,5,0,0,0,1,0,0,0,292,1,19,1,0,4701,0,1,0,1,0,1,0,227,4.0,4702,1,0,131,37.0,0,26000,40,0,1,0,0,3,1.0,2456,0,0,1,0,1,0,1,3,0,0,4686,0,1050,1,101,395,1076,165375.0,0
3,0,5.0,1,0,8.0,0,20020,0,0,0,0,0,0,1,20.0,0,0,0,0,0,1,1,424,5,0,0,0,1,0,0,0,289,1,11,1,0,4702,0,1,0,1,0,0,0,345,5.0,4703,1,0,4,40.0,0,22000,8,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4687,0,1200,1,202,53,1074,189000.0,1
3,0,5.0,1,0,8.0,0,20020,0,0,0,0,0,0,1,20.0,0,0,0,0,0,1,1,424,5,0,0,0,1,0,0,0,289,1,11,1,0,4702,0,1,0,1,0,0,0,345,5.0,4703,1,0,4,40.0,0,22000,8,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4687,0,1200,1,202,53,1074,189000.0,1
3,0,6.0,0,0,5.0,0,20020,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,0,36,5,0,0,0,1,0,0,0,94,1,12,1,0,4703,0,1,0,1,0,1,0,31,4.0,4704,1,0,233,40.0,0,26000,37,0,1,0,0,4,1.0,20,0,0,1,0,1,0,1,3,0,0,4688,0,1100,1,201,299,1077,179025.0,1
3,0,10.0,0,0,2.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,126,5,0,0,0,1,0,0,0,335,1,19,1,0,4704,0,1,0,1,0,1,0,1927,0.0,4705,1,0,65,40.0,0,29000,35,0,1,0,0,1,3.0,20,0,0,1,0,1,0,1,3,0,0,4689,0,1100,1,201,11,1078,173250.0,1
3,0,0.0,0,0,2.0,0,20310,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,333,5,0,0,0,1,0,0,1,60,1,8,1,0,4705,0,0,0,1,1,1,0,1928,10.0,4706,1,0,131,35.0,0,27000,40,0,0,0,0,3,0.0,20,0,0,1,0,1,2,1,3,0,0,4690,0,1300,1,132,11,794,211575.0,0
3,0,10.0,1,0,26.0,0,20020,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,2,401,5,0,0,0,1,0,0,0,84,1,6,1,1,4706,0,1,0,1,0,1,0,1929,0.0,4707,1,0,77,40.0,0,22000,28,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4691,0,1300,1,110,329,522,235200.0,1
3,0,5.0,0,1,4.0,0,20020,1,0,0,0,0,0,1,5.0,0,0,0,0,0,8,0,400,5,0,0,0,1,1,0,0,400,1,40,1,0,4707,0,1,0,1,0,1,0,31,5.0,4708,1,0,19,40.0,0,26000,45,0,1,0,0,1,0.0,20,0,0,1,0,1,0,1,2,0,0,4692,0,950,1,202,376,38,99750.0,1
3,0,5.0,0,1,8.0,0,20020,0,0,0,1,0,0,1,20.0,0,0,0,0,0,1,0,1410,5,0,0,0,1,0,0,0,462,1,33,1,0,4708,0,1,0,1,0,0,0,153,5.0,4709,1,0,200,40.0,0,30000,42,0,1,1,0,1,3.0,20,0,0,1,0,1,0,1,2,0,0,4693,0,850,1,212,157,1079,136850.0,1
3,0,5.0,0,0,4.0,0,20020,0,0,0,0,0,0,1,11.0,1,0,0,0,0,1,0,49,5,0,0,0,1,0,0,0,94,1,12,1,0,4709,0,5,0,1,0,1,0,31,5.0,4710,1,0,216,43.0,0,27000,37,0,1,0,0,5,1.0,2457,0,0,1,0,1,0,1,3,0,0,4694,0,1300,1,201,34,931,218400.0,1
3,0,6.0,0,0,8.0,0,20020,0,0,1,1,0,0,1,5.0,0,0,0,0,0,1,1,29,5,0,0,0,1,0,0,0,64,1,9,1,0,4710,0,1,0,1,0,1,0,1930,4.0,4711,1,0,88,46.0,0,30000,26,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,0,0,4695,0,1200,1,106,348,390,195300.0,1
3,0,5.0,0,1,8.0,0,20020,0,0,0,0,0,0,1,10.0,1,0,0,0,0,0,0,12,5,0,0,0,1,0,0,0,274,1,29,1,0,4711,0,1,0,1,0,1,0,0,5.0,4712,1,0,160,40.0,0,28000,15,0,0,0,0,5,1.0,20,0,0,1,0,1,0,1,2,0,0,4696,0,1000,1,103,0,754,157500.0,1
3,0,5.0,0,1,8.0,0,20020,0,0,0,0,0,0,1,10.0,1,0,0,0,0,0,0,12,5,0,0,0,1,0,0,0,274,1,29,1,0,4711,0,1,0,1,0,1,0,0,5.0,4712,1,0,160,40.0,0,28000,15,0,0,0,0,5,1.0,20,0,0,1,0,1,0,1,2,0,0,4696,0,1000,1,103,0,754,157500.0,1
3,0,2.0,0,0,38.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,3,76,5,0,0,0,1,0,0,0,67,1,8,1,0,4712,0,1,0,1,0,1,0,1931,8.0,4713,1,0,66,41.0,0,28000,40,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,0,0,4697,0,1150,1,133,10,678,177100.0,1
3,0,2.0,0,0,38.0,0,20020,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,3,76,5,0,0,0,1,0,0,0,67,1,8,1,0,4712,0,1,0,1,0,1,0,1931,8.0,4713,1,0,66,41.0,0,28000,40,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,0,0,4697,0,1150,1,133,10,678,177100.0,1
3,0,5.0,0,0,8.0,1,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,1116,5,0,0,0,1,0,0,0,457,1,25,1,0,4713,0,1,0,1,1,1,0,1719,5.0,4714,1,0,19,40.0,0,27000,4,0,1,0,0,1,0.0,1618,0,0,1,0,1,0,1,3,0,0,4698,0,1300,1,421,348,38,211575.0,0
3,0,5.0,0,0,8.0,1,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,1116,5,0,0,0,1,0,0,0,457,1,25,1,0,4713,0,1,0,1,1,1,0,1719,5.0,4714,1,0,19,40.0,0,27000,4,0,1,0,0,1,0.0,1618,0,0,1,0,1,0,1,3,0,0,4698,0,1300,1,421,348,38,211575.0,0
3,0,5.0,1,0,10.0,0,20020,0,0,0,0,0,0,1,15.0,1,0,0,0,0,8,1,1660,5,0,0,0,1,0,0,0,107,1,9,1,1,4714,0,1,0,1,0,0,0,14,5.0,4715,1,0,78,40.0,0,22000,26,0,0,1,0,5,1.0,2458,0,0,1,0,1,3,1,3,0,0,4699,1,1300,1,109,14,800,235200.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,13,5,0,0,0,1,0,0,0,94,1,12,1,0,4715,0,1,0,1,0,0,0,1119,5.0,4716,1,0,19,40.0,0,21000,37,0,0,0,0,1,0.0,20,0,0,1,0,1,0,1,3,0,0,4700,0,1200,1,201,299,38,189000.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,0,13,5,0,0,0,1,0,0,0,94,1,12,1,0,4715,0,1,0,1,0,0,0,1119,5.0,4716,1,0,19,40.0,0,21000,37,0,0,0,0,1,0.0,20,0,0,1,0,1,0,1,3,0,0,4700,0,1200,1,201,299,38,189000.0,1
3,0,6.0,0,0,9.0,0,20030,0,0,0,0,0,0,1,20.0,0,0,0,0,0,264,1,129,5,1,0,0,1,0,1,0,79,1,11,1,0,4716,0,1,0,1,0,1,0,26,4.0,4717,1,0,4,40.0,0,29000,8,0,1,0,0,1,3.0,2459,1,0,1,0,1,0,1,3,0,0,4701,0,1100,1,201,220,348,184800.0,1
3,0,6.0,0,0,9.0,0,20030,0,0,0,0,0,0,1,20.0,0,0,0,0,0,264,1,129,5,1,0,0,1,0,1,0,79,1,11,1,0,4716,0,1,0,1,0,1,0,26,4.0,4717,1,0,4,40.0,0,29000,8,0,1,0,0,1,3.0,2459,1,0,1,0,1,0,1,3,0,0,4701,0,1100,1,201,220,348,184800.0,1
3,0,5.0,0,1,8.0,0,20510,1,0,0,0,0,0,1,10.0,1,0,0,0,0,1,1,1,5,0,0,0,1,0,0,0,84,1,6,1,0,4717,0,1,0,1,0,0,0,153,5.0,4718,1,0,56,40.0,0,28000,28,0,0,1,0,5,1.0,20,0,0,1,0,1,0,1,2,0,0,4702,0,1310,1,110,320,370,192570.0,1
3,0,10.0,0,1,2.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,0,0,0,1,1,1661,5,0,0,0,1,1,0,0,67,1,8,1,0,4718,1,1,0,1,0,1,0,1932,0.0,4719,1,0,66,35.0,0,26000,40,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,4703,0,1050,1,133,44,333,88200.0,1
3,0,10.0,0,1,2.0,0,20020,1,0,1,0,0,0,1,3.0,1,0,0,0,0,1,1,1661,5,0,0,0,1,1,0,0,67,1,8,1,0,4718,1,1,0,1,0,1,0,1932,0.0,4719,1,0,66,35.0,0,26000,40,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,2,0,0,4703,0,1050,1,133,44,333,88200.0,1
3,0,8.0,0,0,5.0,0,20020,0,0,1,1,0,0,1,3.0,0,0,0,0,0,1,0,1662,5,0,0,0,1,0,0,0,140,1,18,1,0,4719,0,1,0,1,0,0,0,1933,2.0,4720,1,0,180,40.0,0,30000,36,0,1,0,0,1,1.0,20,0,0,1,0,1,3,1,3,0,0,4704,0,1050,1,201,220,718,165375.0,1
3,0,8.0,0,0,5.0,0,20020,0,0,1,1,0,0,1,3.0,0,0,0,0,0,1,0,1662,5,0,0,0,1,0,0,0,140,1,18,1,0,4719,0,1,0,1,0,0,0,1933,2.0,4720,1,0,180,40.0,0,30000,36,0,1,0,0,1,1.0,20,0,0,1,0,1,3,1,3,0,0,4704,0,1050,1,201,220,718,165375.0,1
3,0,5.0,1,0,8.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,12,5,0,0,0,1,0,0,0,184,1,7,1,0,4720,0,5,0,1,0,1,0,153,5.0,4721,1,0,19,40.0,0,22000,34,0,0,0,0,2,0.0,20,0,0,1,0,1,0,1,3,0,0,4705,0,1200,1,101,351,38,189000.0,1
3,0,5.0,0,0,8.0,0,20020,1,0,0,1,0,0,0,16.0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,291,1,19,1,1,4721,0,0,0,1,0,1,0,31,5.0,4722,1,0,188,40.0,0,30000,40,1,1,0,0,5,1.0,20,0,0,0,0,1,0,1,3,0,0,4706,0,850,1,109,14,811,124950.0,1
3,0,10.0,1,0,25.0,0,20020,0,0,0,0,0,0,1,6.0,1,0,0,0,0,0,1,134,5,0,0,0,1,0,0,0,463,1,16,1,1,4722,0,2,0,1,1,1,0,31,0.0,4723,1,0,254,40.0,0,22000,28,0,1,0,0,1,3.0,1737,0,0,1,0,1,0,1,3,0,0,4707,0,1150,1,229,388,1080,193200.0,1
3,0,7.0,0,0,7.0,0,20030,0,0,0,0,0,0,1,7.0,0,0,0,0,0,1,0,71,5,0,0,0,1,0,0,0,199,1,27,1,0,4723,0,1,0,1,0,1,0,339,3.0,4724,1,0,14,42.0,0,22000,19,0,0,0,0,2,1.0,839,0,0,1,0,1,8,1,3,0,0,4708,0,1170,1,201,21,567,235200.0,1
3,0,7.0,0,0,3.0,0,20510,0,0,0,0,0,0,1,5.0,0,0,1,0,0,1,0,135,5,1,0,0,1,0,1,0,418,1,49,1,0,4724,0,1,0,1,0,0,0,26,3.0,4725,1,0,255,40.0,0,28000,38,0,0,1,0,1,3.0,20,1,0,1,0,1,0,1,3,0,0,4709,0,1050,1,201,10,1081,176400.0,1
3,0,6.0,0,1,10.0,0,22030,0,0,0,0,0,0,1,9.0,0,0,0,0,0,1,0,141,5,0,0,0,1,0,0,1,464,1,17,1,0,4725,0,1,0,1,0,1,0,227,4.0,4726,1,0,109,51.0,0,23000,44,0,1,0,0,2,3.0,2460,0,0,1,0,1,0,1,2,0,0,4710,0,1100,1,202,20,1082,173250.0,0
3,0,5.0,0,0,2.0,1,22020,0,0,0,0,0,0,1,6.0,0,0,1,0,0,9,0,1248,5,1,0,0,1,0,1,0,465,1,14,1,0,4726,0,1,0,0,0,0,1,116,5.0,4727,1,0,215,40.0,0,22000,20,0,1,1,0,3,1.0,20,1,0,1,0,1,0,1,3,0,0,4711,0,1100,1,207,299,1083,184800.0,0
3,0,7.0,1,1,60.0,0,20020,0,0,0,0,0,0,1,5.0,1,0,0,0,0,1,1,1553,5,0,0,0,1,0,0,0,184,1,7,1,0,4727,0,5,0,1,0,1,0,430,3.0,4728,1,0,19,42.0,0,29000,34,0,0,0,0,5,0.0,20,0,0,1,0,1,0,1,2,0,0,4712,0,1200,1,101,76,38,235200.0,1
3,0,9.0,0,0,15.0,1,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,9,0,1663,5,0,0,0,1,0,0,0,426,1,22,1,0,4728,0,1,0,0,0,0,1,0,1.0,4729,1,0,243,40.0,0,22000,9,0,1,1,0,5,3.0,1577,0,0,1,0,1,0,1,3,0,0,4713,0,1400,1,215,546,1084,235200.0,0
3,0,5.0,0,1,12.0,0,20310,0,0,0,0,0,0,1,10.0,0,0,0,0,0,1,1,1664,5,0,0,0,1,0,0,1,466,1,6,1,1,4729,0,1,0,1,0,1,0,1934,5.0,4730,1,0,68,45.0,0,23000,28,0,1,0,0,5,1.0,1957,0,0,1,0,1,0,1,2,0,0,4714,0,1250,1,107,20,1085,235200.0,0
3,0,3.0,0,0,15.0,0,20810,0,0,0,0,0,0,1,7.0,0,0,0,0,1,432,1,263,5,0,0,0,1,0,0,0,99,1,9,1,0,4730,1,1,0,0,0,1,0,1090,7.0,4731,0,0,69,33.0,0,27000,26,0,0,0,0,5,1.0,20,0,1,1,0,1,0,0,3,0,0,4715,0,1400,1,104,547,329,235200.0,1
3,0,10.0,0,1,1.0,0,22030,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,523,5,0,0,0,1,0,0,1,286,1,15,1,0,4731,0,9,0,1,0,0,0,313,0.0,4732,1,0,56,32.0,0,26000,21,0,1,1,0,2,3.0,2461,0,0,1,0,1,0,1,2,0,0,4716,0,1200,1,201,359,788,201600.0,0
3,0,5.0,0,1,8.0,0,20020,0,0,0,0,0,0,1,5.0,0,0,0,0,0,8,0,1665,5,0,0,0,1,0,0,0,389,1,46,1,0,4732,0,1,0,1,0,1,0,31,5.0,4733,1,0,19,40.0,0,22000,3,0,1,0,0,1,0.0,20,0,0,1,0,1,0,1,2,0,0,4717,0,1000,1,201,322,38,157500.0,1
